transaction_id,merchant_id,customer_id,amount,currency,status,payment_method,fee,risk_flag,created_at
TXN_0000039,M0002,CUST_005446,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-07-18 12:21:29
TXN_0000040,M0002,CUST_014396,50.0,INR,SUCCESS,NET_BANKING,1.1,False,2026-08-07 18:52:11
TXN_0000041,M0002,CUST_006721,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-08-19 05:14:10
TXN_0000042,M0002,CUST_012706,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-06-08 04:44:13
TXN_0000043,M0002,CUST_009951,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-25 01:23:40
TXN_0000044,M0002,CUST_011069,50.0,INR,SUCCESS,UPI,0.75,False,2026-06-10 09:11:06
TXN_0000045,M0002,CUST_009278,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-11 03:16:41
TXN_0000046,M0002,CUST_014827,50.0,INR,SUCCESS,UPI,0.75,False,2026-08-20 02:01:25
TXN_0000047,M0002,CUST_009765,50.0,INR,SUCCESS,NET_BANKING,1.1,False,2026-08-09 23:56:25
TXN_0000048,M0002,CUST_014827,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-08-18 17:49:58
TXN_0000049,M0002,CUST_004455,50.0,INR,SUCCESS,UPI,0.75,False,2026-08-24 05:56:17
TXN_0000050,M0002,CUST_012220,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-25 22:58:09
TXN_0000051,M0002,CUST_007427,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-22 16:56:33
TXN_0000052,M0002,CUST_001639,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-07-07 07:19:31
TXN_0000053,M0002,CUST_005868,50.0,INR,SUCCESS,UPI,0.75,False,2026-08-07 06:53:06
TXN_0000054,M0002,CUST_005446,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-01 08:04:31
TXN_0000055,M0002,CUST_014396,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-06-07 06:06:00
TXN_0000056,M0002,CUST_011219,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-09 12:21:08
TXN_0000057,M0002,CUST_004455,50.0,INR,SUCCESS,UPI,0.75,False,2026-08-07 00:21:21
TXN_0000058,M0002,CUST_009765,50.0,INR,SUCCESS,UPI,0.75,False,2026-08-13 20:25:28
TXN_0000059,M0002,CUST_006721,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-14 03:01:14
TXN_0000060,M0002,CUST_011069,50.0,INR,SUCCESS,UPI,0.75,False,2026-08-16 16:38:21
TXN_0000061,M0002,CUST_012220,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-21 23:17:23
TXN_0000062,M0002,CUST_002742,50.0,INR,SUCCESS,DEBIT_CARD,1.1,False,2026-07-24 10:14:03
TXN_0000063,M0002,CUST_005446,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-08-06 16:15:59
TXN_0000064,M0002,CUST_009951,50.0,INR,FAILED,CREDIT_CARD,1.1,True,2026-08-15 07:09:24
TXN_0000065,M0002,CUST_011005,50.0,INR,SUCCESS,DEBIT_CARD,1.1,False,2026-07-05 18:18:10
TXN_0000066,M0002,CUST_009951,50.0,INR,SUCCESS,UPI,0.75,False,2026-06-08 18:22:52
TXN_0000067,M0002,CUST_011005,50.0,INR,SUCCESS,NET_BANKING,1.1,False,2026-07-13 00:18:40
TXN_0000068,M0002,CUST_005105,50.0,INR,SUCCESS,UPI,0.75,False,2026-06-04 13:19:37
TXN_0000069,M0002,CUST_013955,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-30 12:28:50
TXN_0000070,M0002,CUST_001639,50.0,INR,SUCCESS,UPI,0.75,False,2026-06-14 19:37:29
TXN_0000071,M0002,CUST_005868,50.0,INR,SUCCESS,UPI,0.75,False,2026-08-04 17:01:08
TXN_0000072,M0002,CUST_004190,50.0,INR,SUCCESS,WALLET,1.1,False,2026-07-28 15:03:24
TXN_0000073,M0002,CUST_005868,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-27 07:35:03
TXN_0000074,M0002,CUST_002742,50.0,INR,SUCCESS,UPI,0.75,False,2026-06-14 07:00:35
TXN_0000075,M0002,CUST_002742,50.0,INR,SUCCESS,UPI,0.75,False,2026-05-31 18:52:19
TXN_0000076,M0002,CUST_003234,50.0,INR,SUCCESS,UPI,0.75,False,2026-08-14 23:19:29
TXN_0000077,M0002,CUST_006721,50.0,INR,SUCCESS,UPI,0.75,False,2026-06-29 08:50:23
TXN_0000078,M0002,CUST_002742,50.0,INR,SUCCESS,UPI,0.75,False,2026-06-06 04:50:04
TXN_0000079,M0002,CUST_009951,50.0,INR,SUCCESS,UPI,0.75,False,2026-06-11 19:22:28
TXN_0000080,M0002,CUST_007427,50.0,INR,SUCCESS,NET_BANKING,1.1,False,2026-08-26 16:52:24
TXN_0000081,M0002,CUST_007427,50.0,INR,SUCCESS,UPI,0.75,False,2026-08-19 23:29:32
TXN_0000082,M0002,CUST_007427,50.0,INR,SUCCESS,UPI,0.75,False,2026-05-29 16:02:39
TXN_0000083,M0002,CUST_001639,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-07-28 14:08:25
TXN_0000084,M0002,CUST_002742,50.0,INR,SUCCESS,EMI,1.1,False,2026-06-20 19:02:12
TXN_0000085,M0002,CUST_011005,50.0,INR,SUCCESS,UPI,0.75,False,2026-06-11 01:49:09
TXN_0000086,M0002,CUST_004455,50.0,INR,SUCCESS,UPI,0.75,False,2026-06-28 02:24:18
TXN_0000087,M0002,CUST_011005,50.0,INR,SUCCESS,WALLET,1.1,False,2026-06-14 07:26:07
TXN_0000088,M0002,CUST_007427,50.0,INR,SUCCESS,UPI,0.75,False,2026-06-13 06:02:46
TXN_0000089,M0002,CUST_007427,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-06-20 10:51:09
TXN_0000090,M0002,CUST_002742,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-02 20:14:51
TXN_0000091,M0002,CUST_009765,50.0,INR,SUCCESS,NET_BANKING,1.1,False,2026-08-24 05:47:49
TXN_0000092,M0002,CUST_012706,50.0,INR,SUCCESS,EMI,1.1,False,2026-07-09 03:58:42
TXN_0000093,M0002,CUST_014396,50.0,INR,SUCCESS,DEBIT_CARD,1.1,False,2026-08-01 13:44:30
TXN_0000094,M0002,CUST_001639,50.0,INR,SUCCESS,UPI,0.75,False,2026-06-29 14:35:03
TXN_0000095,M0002,CUST_013955,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-20 22:07:50
TXN_0000096,M0002,CUST_002742,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-23 04:08:55
TXN_0000097,M0002,CUST_004455,50.0,INR,SUCCESS,NET_BANKING,1.1,False,2026-08-16 07:04:30
TXN_0000098,M0002,CUST_005446,50.0,INR,SUCCESS,NET_BANKING,1.1,False,2026-06-04 07:56:49
TXN_0000099,M0002,CUST_001639,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-07 08:17:15
TXN_0000100,M0002,CUST_011005,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-07-23 20:04:40
TXN_0000101,M0002,CUST_013525,50.0,INR,SUCCESS,UPI,0.75,False,2026-06-15 10:17:29
TXN_0000102,M0002,CUST_014396,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-17 10:59:44
TXN_0000103,M0002,CUST_007427,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-07-06 18:59:33
TXN_0000104,M0002,CUST_005446,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-24 21:50:10
TXN_0000105,M0002,CUST_008975,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-01 08:03:53
TXN_0000106,M0002,CUST_008975,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-05 19:15:15
TXN_0000107,M0002,CUST_006721,50.0,INR,SUCCESS,DEBIT_CARD,1.1,False,2026-08-17 19:39:52
TXN_0000108,M0002,CUST_005105,50.0,INR,SUCCESS,NET_BANKING,1.1,False,2026-06-12 17:37:25
TXN_0000109,M0002,CUST_009765,50.0,INR,SUCCESS,WALLET,1.1,False,2026-05-29 19:01:07
TXN_0000110,M0002,CUST_014396,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-07-20 08:21:48
TXN_0000111,M0002,CUST_004190,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-08-22 12:02:07
TXN_0000112,M0002,CUST_011005,50.0,INR,SUCCESS,UPI,0.75,False,2026-08-16 03:18:01
TXN_0000113,M0002,CUST_009278,50.0,INR,SUCCESS,EMI,1.1,False,2026-07-27 00:26:48
TXN_0000114,M0002,CUST_011005,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-08-05 21:25:01
TXN_0000115,M0002,CUST_001639,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-06-10 00:48:03
TXN_0000116,M0002,CUST_014396,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-08-15 19:43:50
TXN_0000117,M0002,CUST_003234,50.0,INR,SUCCESS,DEBIT_CARD,1.1,False,2026-07-24 05:35:21
TXN_0000118,M0002,CUST_001639,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-17 17:16:29
TXN_0000119,M0002,CUST_002742,50.0,INR,SUCCESS,UPI,0.75,False,2026-08-19 02:44:30
TXN_0000120,M0002,CUST_006721,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-07-13 01:18:29
TXN_0000121,M0002,CUST_013525,50.0,INR,SUCCESS,NET_BANKING,1.1,False,2026-08-08 18:05:55
TXN_0000122,M0002,CUST_007427,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-07-25 00:45:50
TXN_0000123,M0002,CUST_013955,50.0,INR,SUCCESS,UPI,0.75,False,2026-06-02 21:34:24
TXN_0000124,M0002,CUST_009278,50.0,INR,SUCCESS,UPI,0.75,False,2026-06-07 02:53:37
TXN_0000125,M0002,CUST_009278,50.0,INR,SUCCESS,DEBIT_CARD,1.1,False,2026-07-19 04:10:22
TXN_0000126,M0002,CUST_007427,50.0,INR,SUCCESS,DEBIT_CARD,1.1,False,2026-07-18 20:35:32
TXN_0000127,M0002,CUST_011219,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-07-17 21:48:12
TXN_0000128,M0002,CUST_004455,50.0,INR,SUCCESS,UPI,0.75,False,2026-08-24 08:13:55
TXN_0000129,M0002,CUST_009278,50.0,INR,SUCCESS,NET_BANKING,1.1,False,2026-07-17 20:11:56
TXN_0000130,M0002,CUST_014827,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-06-05 08:19:53
TXN_0000131,M0002,CUST_005105,50.0,INR,SUCCESS,DEBIT_CARD,1.1,False,2026-08-12 04:20:17
TXN_0000132,M0002,CUST_002742,50.0,INR,SUCCESS,UPI,0.75,False,2026-08-10 22:51:20
TXN_0000133,M0002,CUST_013955,50.0,INR,SUCCESS,UPI,0.75,False,2026-08-01 17:25:23
TXN_0000134,M0002,CUST_013955,50.0,INR,SUCCESS,NET_BANKING,1.1,False,2026-06-16 18:34:31
TXN_0000135,M0002,CUST_011005,50.0,INR,SUCCESS,UPI,0.75,False,2026-06-14 13:20:36
TXN_0000136,M0002,CUST_008975,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-08-15 23:32:59
TXN_0000137,M0002,CUST_011219,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-08-25 13:55:16
TXN_0000138,M0002,CUST_004190,75.05,INR,SUCCESS,DEBIT_CARD,1.65,False,2026-07-31 04:20:18
TXN_0000139,M0002,CUST_003234,50.0,INR,SUCCESS,UPI,0.75,False,2026-06-25 11:59:43
TXN_0000140,M0002,CUST_004190,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-10 09:18:23
TXN_0000141,M0002,CUST_011219,50.0,INR,SUCCESS,NET_BANKING,1.1,False,2026-07-23 15:19:47
TXN_0000142,M0002,CUST_008975,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-06-02 06:22:16
TXN_0000143,M0002,CUST_009765,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-02 15:17:39
TXN_0000144,M0002,CUST_011005,50.0,INR,SUCCESS,UPI,0.75,False,2026-06-17 01:19:18
TXN_0000145,M0002,CUST_004190,50.0,INR,SUCCESS,EMI,1.1,False,2026-06-20 22:44:09
TXN_0000146,M0002,CUST_005105,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-20 21:05:40
TXN_0000147,M0002,CUST_008975,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-06-07 06:00:10
TXN_0000148,M0002,CUST_008975,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-05 01:08:25
TXN_0000149,M0002,CUST_004455,50.0,INR,SUCCESS,NET_BANKING,1.1,False,2026-07-23 10:36:36
TXN_0000150,M0002,CUST_011005,50.0,INR,SUCCESS,DEBIT_CARD,1.1,False,2026-06-24 09:04:37
TXN_0000151,M0002,CUST_013955,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-06-11 10:23:26
TXN_0000152,M0002,CUST_011219,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-06 15:37:53
TXN_0000153,M0002,CUST_009951,50.0,INR,SUCCESS,NET_BANKING,1.1,False,2026-07-14 19:08:02
TXN_0000154,M0002,CUST_011005,50.0,INR,SUCCESS,UPI,0.75,False,2026-06-09 23:44:30
TXN_0000155,M0002,CUST_013955,50.0,INR,SUCCESS,NET_BANKING,1.1,False,2026-07-27 06:00:47
TXN_0000156,M0002,CUST_002742,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-06-15 12:33:56
TXN_0000157,M0002,CUST_005446,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-06-16 22:18:17
TXN_0000158,M0002,CUST_014827,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-05 10:21:11
TXN_0000159,M0002,CUST_012220,50.0,INR,SUCCESS,DEBIT_CARD,1.1,False,2026-06-13 02:49:57
TXN_0000160,M0002,CUST_012220,50.0,INR,SUCCESS,UPI,0.75,False,2026-08-13 13:21:53
TXN_0000161,M0002,CUST_014827,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-11 23:58:28
TXN_0000162,M0002,CUST_011219,50.0,INR,SUCCESS,UPI,0.75,False,2026-08-08 18:02:55
TXN_0000163,M0002,CUST_002742,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-21 18:50:17
TXN_0000164,M0002,CUST_014827,50.0,INR,SUCCESS,UPI,0.75,False,2026-08-13 21:11:36
TXN_0000165,M0002,CUST_012706,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-13 07:32:15
TXN_0000166,M0002,CUST_001639,50.0,INR,SUCCESS,NET_BANKING,1.1,False,2026-07-16 23:45:46
TXN_0000167,M0002,CUST_013955,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-25 05:30:24
TXN_0000168,M0002,CUST_007427,50.0,INR,SUCCESS,DEBIT_CARD,1.1,False,2026-07-16 08:39:09
TXN_0000169,M0002,CUST_005105,50.0,INR,SUCCESS,UPI,0.75,False,2026-08-25 16:41:39
TXN_0000170,M0002,CUST_002742,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-07-01 23:05:32
TXN_0000171,M0002,CUST_004455,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-07-26 06:51:03
TXN_0000172,M0002,CUST_003234,50.0,INR,SUCCESS,WALLET,1.1,False,2026-08-08 19:18:40
TXN_0000173,M0002,CUST_011069,50.0,INR,SUCCESS,DEBIT_CARD,1.1,False,2026-07-13 16:18:32
TXN_0000174,M0002,CUST_009278,50.0,INR,REFUNDED,UPI,0.75,False,2026-07-30 20:45:49
TXN_0000175,M0002,CUST_002742,50.0,INR,SUCCESS,DEBIT_CARD,1.1,False,2026-07-21 00:13:11
TXN_0000176,M0002,CUST_009765,50.0,INR,SUCCESS,UPI,0.75,False,2026-06-20 23:55:31
TXN_0000177,M0002,CUST_013525,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-06-12 15:19:47
TXN_0000178,M0002,CUST_011069,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-13 00:50:31
TXN_0000179,M0002,CUST_014827,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-07 07:31:53
TXN_0000180,M0002,CUST_012706,50.0,INR,SUCCESS,UPI,0.75,False,2026-08-14 12:04:04
TXN_0000181,M0002,CUST_013955,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-07-23 06:21:38
TXN_0000182,M0002,CUST_006721,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-08-14 22:30:04
TXN_0000183,M0002,CUST_005446,50.0,INR,SUCCESS,DEBIT_CARD,1.1,False,2026-06-10 16:58:01
TXN_0000184,M0002,CUST_004190,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-06-14 17:48:13
TXN_0000185,M0002,CUST_007427,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-30 01:19:33
TXN_0000186,M0002,CUST_002742,50.0,INR,SUCCESS,DEBIT_CARD,1.1,False,2026-07-28 00:44:51
TXN_0000187,M0002,CUST_014396,50.0,INR,SUCCESS,DEBIT_CARD,1.1,False,2026-08-07 07:22:24
TXN_0000188,M0002,CUST_012220,50.0,INR,SUCCESS,NET_BANKING,1.1,False,2026-08-09 19:41:22
TXN_0000189,M0002,CUST_009765,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-08-16 07:11:45
TXN_0000190,M0002,CUST_014396,50.0,INR,SUCCESS,DEBIT_CARD,1.1,False,2026-05-30 05:24:54
TXN_0000191,M0002,CUST_013955,50.0,INR,SUCCESS,DEBIT_CARD,1.1,False,2026-06-23 00:51:46
TXN_0000192,M0002,CUST_005868,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-07 09:23:52
TXN_0000193,M0002,CUST_009951,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-20 03:23:44
TXN_0000194,M0002,CUST_013525,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-23 08:57:08
TXN_0000195,M0002,CUST_008975,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-16 14:03:00
TXN_0000196,M0002,CUST_001639,50.0,INR,SUCCESS,UPI,0.75,False,2026-06-26 05:37:58
TXN_0000197,M0002,CUST_004190,50.0,INR,SUCCESS,EMI,1.1,False,2026-06-08 21:31:23
TXN_0000198,M0002,CUST_011219,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-04 09:07:10
TXN_0000199,M0002,CUST_005868,50.0,INR,SUCCESS,DEBIT_CARD,1.1,False,2026-06-30 08:26:44
TXN_0000200,M0002,CUST_009951,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-06-22 23:06:49
TXN_0000201,M0002,CUST_004455,50.0,INR,SUCCESS,UPI,0.75,False,2026-06-20 19:55:20
TXN_0000202,M0002,CUST_003234,50.0,INR,SUCCESS,UPI,0.75,False,2026-08-18 17:24:47
TXN_0000203,M0002,CUST_009765,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-08-22 11:38:50
TXN_0000204,M0002,CUST_006721,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-06-15 19:44:57
TXN_0000205,M0002,CUST_014827,50.0,INR,SUCCESS,EMI,1.1,False,2026-08-12 13:29:21
TXN_0000206,M0002,CUST_004190,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-28 11:54:47
TXN_0000207,M0002,CUST_009951,50.0,INR,SUCCESS,NET_BANKING,1.1,False,2026-06-22 05:10:54
TXN_0000208,M0002,CUST_007427,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-07 07:14:19
TXN_0000209,M0002,CUST_014396,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-08-10 06:08:22
TXN_0000210,M0002,CUST_003234,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-08-11 02:55:29
TXN_0000211,M0002,CUST_001639,50.0,INR,SUCCESS,UPI,0.75,False,2026-08-03 07:45:34
TXN_0000212,M0002,CUST_014396,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-21 13:41:41
TXN_0000213,M0002,CUST_011005,50.0,INR,SUCCESS,UPI,0.75,False,2026-06-29 16:03:02
TXN_0000214,M0002,CUST_014396,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-23 15:29:40
TXN_0000215,M0002,CUST_011219,50.0,INR,SUCCESS,DEBIT_CARD,1.1,False,2026-07-06 22:52:45
TXN_0000216,M0002,CUST_001639,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-11 21:41:20
TXN_0000217,M0002,CUST_012220,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-08-13 16:07:22
TXN_0000218,M0002,CUST_009951,50.0,INR,SUCCESS,UPI,0.75,False,2026-06-21 15:34:56
TXN_0000219,M0002,CUST_012220,50.0,INR,SUCCESS,DEBIT_CARD,1.1,False,2026-08-15 21:19:54
TXN_0000220,M0002,CUST_003234,50.0,INR,SUCCESS,DEBIT_CARD,1.1,False,2026-06-14 19:45:40
TXN_0000221,M0002,CUST_007427,50.0,INR,SUCCESS,DEBIT_CARD,1.1,False,2026-06-02 02:14:31
TXN_0000222,M0002,CUST_008975,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-07-15 06:10:22
TXN_0000223,M0002,CUST_014827,50.0,INR,SUCCESS,UPI,0.75,False,2026-08-12 01:34:17
TXN_0000224,M0002,CUST_014396,50.0,INR,SUCCESS,DEBIT_CARD,1.1,False,2026-08-27 01:54:03
TXN_0000225,M0002,CUST_012706,50.0,INR,SUCCESS,UPI,0.75,False,2026-06-13 12:46:30
TXN_0000226,M0002,CUST_009765,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-22 04:09:55
TXN_0000227,M0002,CUST_004455,50.0,INR,FAILED,UPI,0.75,True,2026-08-04 16:50:04
TXN_0000228,M0002,CUST_014396,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-08-06 20:55:24
TXN_0000229,M0002,CUST_006721,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-07-18 01:15:53
TXN_0000230,M0002,CUST_005868,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-07-14 12:37:52
TXN_0000231,M0002,CUST_008975,50.0,INR,SUCCESS,UPI,0.75,False,2026-06-07 03:26:46
TXN_0000232,M0002,CUST_009765,50.0,INR,SUCCESS,UPI,0.75,False,2026-06-03 17:25:26
TXN_0000233,M0002,CUST_009765,50.0,INR,SUCCESS,NET_BANKING,1.1,False,2026-08-06 05:55:09
TXN_0000234,M0002,CUST_003234,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-08-21 15:12:00
TXN_0000235,M0002,CUST_013955,50.0,INR,SUCCESS,UPI,0.75,False,2026-07-29 09:41:23
TXN_0000236,M0002,CUST_007427,50.0,INR,SUCCESS,CREDIT_CARD,1.1,False,2026-06-03 03:41:51
TXN_0000237,M0002,CUST_014396,50.0,INR,SUCCESS,UPI,0.75,False,2026-06-19 06:24:40
TXN_0000238,M0002,CUST_008975,50.0,INR,SUCCESS,UPI,0.75,False,2026-06-06 14:37:37
