merchant_id,category,city,created_at
M0062,Travel,Chennai,2026-08-26 10:22:57.824004
M0063,EdTech,Bangalore,2026-08-26 10:22:57.824004
M0064,Subscription,Chennai,2026-08-26 10:22:57.824004
M0065,EdTech,Kolkata,2026-08-26 10:22:57.824004
M0066,Subscription,Lucknow,2026-08-26 10:22:57.824004
M0067,SaaS,Lucknow,2026-08-26 10:22:57.824004
M0068,Gaming,Bangalore,2026-08-26 10:22:57.824004
M0069,Food,Kolkata,2026-08-26 10:22:57.824004
M0070,Retail,Bangalore,2026-08-26 10:22:57.824004
M0071,Gaming,Mumbai,2026-08-26 10:22:57.824004
M0072,Healthcare,Lucknow,2026-08-26 10:22:57.824004
M0073,EdTech,Pune,2026-08-26 10:22:57.824004
M0074,Healthcare,Ahmedabad,2026-08-26 10:22:57.824004
M0075,Gaming,Jaipur,2026-08-26 10:22:57.824004
M0076,Subscription,Kolkata,2026-08-26 10:22:57.824004
M0077,Retail,Delhi,2026-08-26 10:22:57.824004
M0078,Retail,Bangalore,2026-08-26 10:22:57.824004
M0079,Ecommerce,Jaipur,2026-08-26 10:22:57.824004
M0080,Retail,Delhi,2026-08-26 10:22:57.824004
M0081,Food,Jaipur,2026-08-26 10:22:57.824004
M0082,Retail,Ahmedabad,2026-08-26 10:22:57.824004
M0083,Gaming,Delhi,2026-08-26 10:22:57.824004
M0084,Ecommerce,Chennai,2026-08-26 10:22:57.824004
M0085,Gaming,Hyderabad,2026-08-26 10:22:57.824004
M0086,Gaming,Chennai,2026-08-26 10:22:57.824004
M0087,FinTech,Lucknow,2026-08-26 10:22:57.824004
M0088,Ecommerce,Hyderabad,2026-08-26 10:22:57.824004
M0089,Gaming,Chennai,2026-08-26 10:22:57.824004
M0090,FinTech,Hyderabad,2026-08-26 10:22:57.824004
M0091,FinTech,Hyderabad,2026-08-26 10:22:57.824004
M0092,Ecommerce,Pune,2026-08-26 10:22:57.824004
M0093,Healthcare,Bangalore,2026-08-26 10:22:57.824004
M0094,Subscription,Bangalore,2026-08-26 10:22:57.824004
M0095,Food,Pune,2026-08-26 10:22:57.824004
M0096,Subscription,Jaipur,2026-08-26 10:22:57.824004
M0097,Retail,Mumbai,2026-08-26 10:22:57.824004
M0098,Food,Jaipur,2026-08-26 10:22:57.824004
M0099,Retail,Delhi,2026-08-26 10:22:57.824004
M0100,Gaming,Delhi,2026-08-26 10:22:57.824004
M0101,EdTech,Hyderabad,2026-08-26 10:22:57.824004
M0102,Ecommerce,Chennai,2026-08-26 10:22:57.824004
M0103,Food,Chennai,2026-08-26 10:22:57.824004
M0104,Food,Bangalore,2026-08-26 10:22:57.824004
M0105,Gaming,Kolkata,2026-08-26 10:22:57.824004
M0106,Healthcare,Jaipur,2026-08-26 10:22:57.824004
M0107,FinTech,Lucknow,2026-08-26 10:22:57.824004
M0108,Gaming,Ahmedabad,2026-08-26 10:22:57.824004
M0109,Travel,Chennai,2026-08-26 10:22:57.824004
M0110,FinTech,Ahmedabad,2026-08-26 10:22:57.824004
M0111,Ecommerce,Hyderabad,2026-08-26 10:22:57.824004
M0112,FinTech,Ahmedabad,2026-08-26 10:22:57.824004
M0113,Healthcare,Lucknow,2026-08-26 10:22:57.824004
M0114,FinTech,Pune,2026-08-26 10:22:57.824004
M0115,Ecommerce,Lucknow,2026-08-26 10:22:57.824004
M0116,Healthcare,Ahmedabad,2026-08-26 10:22:57.824004
M0117,Subscription,Lucknow,2026-08-26 10:22:57.824004
M0118,Food,Mumbai,2026-08-26 10:22:57.824004
M0119,Food,Hyderabad,2026-08-26 10:22:57.824004
M0120,Retail,Jaipur,2026-08-26 10:22:57.824004
M0121,Subscription,Pune,2026-08-26 10:22:57.824004
M0122,Subscription,Chennai,2026-08-26 10:22:57.824004
M0123,FinTech,Delhi,2026-08-26 10:22:57.824004
M0124,Food,Jaipur,2026-08-26 10:22:57.824004
M0125,Ecommerce,Delhi,2026-08-26 10:22:57.824004
M0126,SaaS,Hyderabad,2026-08-26 10:22:57.824004
M0127,SaaS,Pune,2026-08-26 10:22:57.824004
M0128,Healthcare,Bangalore,2026-08-26 10:22:57.824004
M0129,Food,Chennai,2026-08-26 10:22:57.824004
M0130,Food,Mumbai,2026-08-26 10:22:57.824004
M0131,SaaS,Bangalore,2026-08-26 10:22:57.824004
M0132,Food,Hyderabad,2026-08-26 10:22:57.824004
M0133,FinTech,Jaipur,2026-08-26 10:22:57.824004
M0134,Travel,Mumbai,2026-08-26 10:22:57.824004
M0135,EdTech,Lucknow,2026-08-26 10:22:57.824004
M0136,Subscription,Ahmedabad,2026-08-26 10:22:57.824004
M0137,Retail,Mumbai,2026-08-26 10:22:57.824004
M0138,Healthcare,Hyderabad,2026-08-26 10:22:57.824004
M0139,Travel,Kolkata,2026-08-26 10:22:57.824004
M0140,SaaS,Ahmedabad,2026-08-26 10:22:57.824004
M0141,Subscription,Delhi,2026-08-26 10:22:57.824004
M0142,Food,Chennai,2026-08-26 10:22:57.824004
M0143,Retail,Delhi,2026-08-26 10:22:57.824004
M0144,Food,Mumbai,2026-08-26 10:22:57.824004
M0145,Ecommerce,Delhi,2026-08-26 10:22:57.824004
M0146,Ecommerce,Hyderabad,2026-08-26 10:22:57.824004
M0147,Retail,Lucknow,2026-08-26 10:22:57.824004
M0148,Retail,Jaipur,2026-08-26 10:22:57.824004
M0149,SaaS,Chennai,2026-08-26 10:22:57.824004
M0150,Retail,Delhi,2026-08-26 10:22:57.824004
M0151,FinTech,Delhi,2026-08-26 10:22:57.824004
M0152,Food,Mumbai,2026-08-26 10:22:57.824004
M0153,Travel,Jaipur,2026-08-26 10:22:57.824004
M0154,Gaming,Bangalore,2026-08-26 10:22:57.824004
M0155,Retail,Delhi,2026-08-26 10:22:57.824004
M0156,Healthcare,Hyderabad,2026-08-26 10:22:57.824004
M0157,Ecommerce,Kolkata,2026-08-26 10:22:57.824004
M0158,FinTech,Chennai,2026-08-26 10:22:57.824004
M0159,Subscription,Delhi,2026-08-26 10:22:57.824004
M0160,Gaming,Hyderabad,2026-08-26 10:22:57.824004
M0161,Travel,Hyderabad,2026-08-26 10:22:57.824004
M0162,Gaming,Chennai,2026-08-26 10:22:57.824004
M0163,Retail,Bangalore,2026-08-26 10:22:57.824004
M0164,SaaS,Hyderabad,2026-08-26 10:22:57.824004
M0165,Ecommerce,Kolkata,2026-08-26 10:22:57.824004
M0166,Ecommerce,Hyderabad,2026-08-26 10:22:57.824004
M0167,Subscription,Hyderabad,2026-08-26 10:22:57.824004
M0168,SaaS,Hyderabad,2026-08-26 10:22:57.824004
M0169,Food,Lucknow,2026-08-26 10:22:57.824004
M0170,EdTech,Lucknow,2026-08-26 10:22:57.824004
M0171,FinTech,Bangalore,2026-08-26 10:22:57.824004
M0172,Ecommerce,Delhi,2026-08-26 10:22:57.824004
M0173,Healthcare,Hyderabad,2026-08-26 10:22:57.824004
M0174,Ecommerce,Jaipur,2026-08-26 10:22:57.824004
M0175,Gaming,Delhi,2026-08-26 10:22:57.824004
M0176,Ecommerce,Bangalore,2026-08-26 10:22:57.824004
M0177,Ecommerce,Pune,2026-08-26 10:22:57.824004
M0178,EdTech,Delhi,2026-08-26 10:22:57.824004
M0179,EdTech,Delhi,2026-08-26 10:22:57.824004
M0180,Travel,Ahmedabad,2026-08-26 10:22:57.824004
M0181,Food,Mumbai,2026-08-26 10:22:57.824004
M0182,Healthcare,Ahmedabad,2026-08-26 10:22:57.824004
M0183,Ecommerce,Kolkata,2026-08-26 10:22:57.824004
M0184,Ecommerce,Lucknow,2026-08-26 10:22:57.824004
M0185,FinTech,Lucknow,2026-08-26 10:22:57.824004
M0186,EdTech,Mumbai,2026-08-26 10:22:57.824004
M0187,Healthcare,Chennai,2026-08-26 10:22:57.824004
M0188,Subscription,Chennai,2026-08-26 10:22:57.824004
M0189,Travel,Bangalore,2026-08-26 10:22:57.824004
M0190,Food,Mumbai,2026-08-26 10:22:57.824004
M0191,SaaS,Delhi,2026-08-26 10:22:57.824004
M0192,Food,Chennai,2026-08-26 10:22:57.824004
M0193,Gaming,Hyderabad,2026-08-26 10:22:57.824004
M0194,Ecommerce,Jaipur,2026-08-26 10:22:57.824004
M0195,Travel,Delhi,2026-08-26 10:22:57.824004
M0196,Gaming,Kolkata,2026-08-26 10:22:57.824004
M0197,Healthcare,Hyderabad,2026-08-26 10:22:57.824004
M0198,SaaS,Hyderabad,2026-08-26 10:22:57.824004
M0199,EdTech,Mumbai,2026-08-26 10:22:57.824004
M0200,Travel,Bangalore,2026-08-26 10:22:57.824004
M0201,Travel,Kolkata,2026-08-26 10:22:57.824004
M0202,Ecommerce,Chennai,2026-08-26 10:22:57.824004
M0203,Retail,Mumbai,2026-08-26 10:22:57.824004
M0204,Travel,Chennai,2026-08-26 10:22:57.824004
M0205,FinTech,Mumbai,2026-08-26 10:22:57.824004
M0206,SaaS,Mumbai,2026-08-26 10:22:57.824004
M0207,SaaS,Mumbai,2026-08-26 10:22:57.824004
M0208,FinTech,Bangalore,2026-08-26 10:22:57.824004
M0209,Subscription,Mumbai,2026-08-26 10:22:57.824004
M0210,FinTech,Pune,2026-08-26 10:22:57.824004
M0211,FinTech,Jaipur,2026-08-26 10:22:57.824004
M0212,SaaS,Chennai,2026-08-26 10:22:57.824004
M0213,Food,Delhi,2026-08-26 10:22:57.824004
M0214,SaaS,Ahmedabad,2026-08-26 10:22:57.824004
M0215,Retail,Kolkata,2026-08-26 10:22:57.824004
M0216,Ecommerce,Lucknow,2026-08-26 10:22:57.824004
M0217,Gaming,Bangalore,2026-08-26 10:22:57.824004
M0218,Food,Delhi,2026-08-26 10:22:57.824004
M0219,EdTech,Hyderabad,2026-08-26 10:22:57.824004
M0220,Gaming,Pune,2026-08-26 10:22:57.824004
M0221,Ecommerce,Lucknow,2026-08-26 10:22:57.824004
M0222,Retail,Ahmedabad,2026-08-26 10:22:57.824004
M0223,Retail,Delhi,2026-08-26 10:22:57.824004
M0224,EdTech,Lucknow,2026-08-26 10:22:57.824004
M0225,Food,Delhi,2026-08-26 10:22:57.824004
M0226,Subscription,Pune,2026-08-26 10:22:57.824004
M0227,FinTech,Ahmedabad,2026-08-26 10:22:57.824004
M0228,Food,Hyderabad,2026-08-26 10:22:57.824004
M0229,Subscription,Mumbai,2026-08-26 10:22:57.824004
M0230,Retail,Chennai,2026-08-26 10:22:57.824004
M0231,SaaS,Hyderabad,2026-08-26 10:22:57.824004
M0232,Ecommerce,Mumbai,2026-08-26 10:22:57.824004
M0233,EdTech,Bangalore,2026-08-26 10:22:57.824004
M0234,Ecommerce,Jaipur,2026-08-26 10:22:57.824004
M0235,Healthcare,Kolkata,2026-08-26 10:22:57.824004
M0236,Healthcare,Kolkata,2026-08-26 10:22:57.824004
M0237,Food,Chennai,2026-08-26 10:22:57.824004
M0238,Retail,Ahmedabad,2026-08-26 10:22:57.824004
M0239,Retail,Pune,2026-08-26 10:22:57.824004
M0240,FinTech,Ahmedabad,2026-08-26 10:22:57.824004
M0241,FinTech,Pune,2026-08-26 10:22:57.824004
M0242,FinTech,Ahmedabad,2026-08-26 10:22:57.824004
M0243,SaaS,Jaipur,2026-08-26 10:22:57.824004
M0244,Gaming,Bangalore,2026-08-26 10:22:57.824004
M0245,Travel,Bangalore,2026-08-26 10:22:57.824004
M0246,Gaming,Mumbai,2026-08-26 10:22:57.824004
M0247,Ecommerce,Lucknow,2026-08-26 10:22:57.824004
M0248,Gaming,Bangalore,2026-08-26 10:22:57.824004
M0249,SaaS,Bangalore,2026-08-26 10:22:57.824004
M0250,Ecommerce,Hyderabad,2026-08-26 10:22:57.824004
M0251,Gaming,Hyderabad,2026-08-26 10:22:57.824004
M0252,SaaS,Mumbai,2026-08-26 10:22:57.824004
M0253,Travel,Lucknow,2026-08-26 10:22:57.824004
M0254,Gaming,Chennai,2026-08-26 10:22:57.824004
M0255,SaaS,Hyderabad,2026-08-26 10:22:57.824004
M0256,FinTech,Chennai,2026-08-26 10:22:57.824004
M0257,Retail,Delhi,2026-08-26 10:22:57.824004
M0258,FinTech,Hyderabad,2026-08-26 10:22:57.824004
M0259,Retail,Jaipur,2026-08-26 10:22:57.824004
M0260,EdTech,Lucknow,2026-08-26 10:22:57.824004
M0261,EdTech,Mumbai,2026-08-26 10:22:57.824004
M0262,EdTech,Delhi,2026-08-26 10:22:57.824004
M0263,Travel,Lucknow,2026-08-26 10:22:57.824004
M0264,FinTech,Jaipur,2026-08-26 10:22:57.824004
M0265,Retail,Lucknow,2026-08-26 10:22:57.824004
M0266,SaaS,Jaipur,2026-08-26 10:22:57.824004
M0267,Ecommerce,Jaipur,2026-08-26 10:22:57.824004
M0268,SaaS,Chennai,2026-08-26 10:22:57.824004
M0269,Ecommerce,Ahmedabad,2026-08-26 10:22:57.824004
M0270,Healthcare,Delhi,2026-08-26 10:22:57.824004
M0271,SaaS,Lucknow,2026-08-26 10:22:57.824004
M0272,Gaming,Pune,2026-08-26 10:22:57.824004
M0273,Gaming,Delhi,2026-08-26 10:22:57.824004
M0274,Food,Ahmedabad,2026-08-26 10:22:57.824004
M0275,FinTech,Delhi,2026-08-26 10:22:57.824004
M0276,Ecommerce,Bangalore,2026-08-26 10:22:57.824004
M0277,Ecommerce,Pune,2026-08-26 10:22:57.824004
M0278,FinTech,Ahmedabad,2026-08-26 10:22:57.824004
M0279,Travel,Chennai,2026-08-26 10:22:57.824004
M0280,Food,Lucknow,2026-08-26 10:22:57.824004
M0281,Travel,Kolkata,2026-08-26 10:22:57.824004
M0282,Travel,Ahmedabad,2026-08-26 10:22:57.824004
M0283,Travel,Mumbai,2026-08-26 10:22:57.824004
M0284,FinTech,Lucknow,2026-08-26 10:22:57.824004
M0285,Travel,Ahmedabad,2026-08-26 10:22:57.824004
M0286,Gaming,Bangalore,2026-08-26 10:22:57.824004
M0287,EdTech,Kolkata,2026-08-26 10:22:57.824004
M0288,Healthcare,Bangalore,2026-08-26 10:22:57.824004
M0289,Ecommerce,Kolkata,2026-08-26 10:22:57.824004
M0290,Ecommerce,Mumbai,2026-08-26 10:22:57.824004
M0291,Healthcare,Lucknow,2026-08-26 10:22:57.824004
M0292,FinTech,Chennai,2026-08-26 10:22:57.824004
M0293,SaaS,Bangalore,2026-08-26 10:22:57.824004
M0294,FinTech,Bangalore,2026-08-26 10:22:57.824004
M0295,Ecommerce,Jaipur,2026-08-26 10:22:57.824004
M0296,Ecommerce,Kolkata,2026-08-26 10:22:57.824004
M0297,Healthcare,Hyderabad,2026-08-26 10:22:57.824004
M0298,Travel,Lucknow,2026-08-26 10:22:57.824004
M0299,FinTech,Kolkata,2026-08-26 10:22:57.824004
M0300,Retail,Jaipur,2026-08-26 10:22:57.824004
M0301,Healthcare,Delhi,2026-08-26 10:22:57.824004
M0302,Gaming,Kolkata,2026-08-26 10:22:57.824004
M0303,Ecommerce,Chennai,2026-08-26 10:22:57.824004
M0304,Healthcare,Lucknow,2026-08-26 10:22:57.824004
M0305,FinTech,Jaipur,2026-08-26 10:22:57.824004
M0306,Ecommerce,Delhi,2026-08-26 10:22:57.824004
M0307,SaaS,Pune,2026-08-26 10:22:57.824004
M0308,Healthcare,Jaipur,2026-08-26 10:22:57.824004
M0309,Food,Pune,2026-08-26 10:22:57.824004
M0310,Ecommerce,Lucknow,2026-08-26 10:22:57.824004
M0311,FinTech,Bangalore,2026-08-26 10:22:57.824004
M0312,EdTech,Jaipur,2026-08-26 10:22:57.824004
M0313,Retail,Mumbai,2026-08-26 10:22:57.824004
M0314,Subscription,Pune,2026-08-26 10:22:57.824004
M0315,Travel,Chennai,2026-08-26 10:22:57.824004
M0316,Subscription,Mumbai,2026-08-26 10:22:57.824004
M0317,FinTech,Ahmedabad,2026-08-26 10:22:57.824004
M0318,Gaming,Ahmedabad,2026-08-26 10:22:57.824004
M0319,Gaming,Delhi,2026-08-26 10:22:57.824004
M0320,EdTech,Bangalore,2026-08-26 10:22:57.824004
M0321,Travel,Lucknow,2026-08-26 10:22:57.824004
M0322,Food,Jaipur,2026-08-26 10:22:57.824004
M0323,EdTech,Hyderabad,2026-08-26 10:22:57.824004
M0324,Subscription,Chennai,2026-08-26 10:22:57.824004
M0325,EdTech,Pune,2026-08-26 10:22:57.824004
M0326,Subscription,Lucknow,2026-08-26 10:22:57.824004
M0327,Ecommerce,Mumbai,2026-08-26 10:22:57.824004
M0328,Gaming,Ahmedabad,2026-08-26 10:22:57.824004
M0329,Ecommerce,Chennai,2026-08-26 10:22:57.824004
M0330,Retail,Hyderabad,2026-08-26 10:22:57.824004
M0331,Travel,Jaipur,2026-08-26 10:22:57.824004
M0332,Food,Delhi,2026-08-26 10:22:57.824004
M0333,Subscription,Hyderabad,2026-08-26 10:22:57.824004
M0334,Food,Chennai,2026-08-26 10:22:57.824004
M0335,Subscription,Hyderabad,2026-08-26 10:22:57.824004
M0336,FinTech,Chennai,2026-08-26 10:22:57.824004
M0337,EdTech,Chennai,2026-08-26 10:22:57.824004
M0338,Retail,Kolkata,2026-08-26 10:22:57.824004
M0339,Gaming,Pune,2026-08-26 10:22:57.824004
M0340,Subscription,Ahmedabad,2026-08-26 10:22:57.824004
M0341,Food,Kolkata,2026-08-26 10:22:57.824004
M0342,Retail,Jaipur,2026-08-26 10:22:57.824004
M0343,SaaS,Kolkata,2026-08-26 10:22:57.824004
M0344,SaaS,Bangalore,2026-08-26 10:22:57.824004
M0345,Ecommerce,Bangalore,2026-08-26 10:22:57.824004
M0346,Gaming,Ahmedabad,2026-08-26 10:22:57.824004
M0347,FinTech,Hyderabad,2026-08-26 10:22:57.824004
M0348,Food,Pune,2026-08-26 10:22:57.824004
M0349,EdTech,Ahmedabad,2026-08-26 10:22:57.824004
M0350,EdTech,Chennai,2026-08-26 10:22:57.824004
M0351,Food,Mumbai,2026-08-26 10:22:57.824004
M0352,Travel,Pune,2026-08-26 10:22:57.824004
M0353,FinTech,Pune,2026-08-26 10:22:57.824004
M0354,Retail,Chennai,2026-08-26 10:22:57.824004
M0355,Subscription,Chennai,2026-08-26 10:22:57.824004
M0356,Travel,Delhi,2026-08-26 10:22:57.824004
M0357,Subscription,Ahmedabad,2026-08-26 10:22:57.824004
M0358,Subscription,Chennai,2026-08-26 10:22:57.824004
M0359,Travel,Bangalore,2026-08-26 10:22:57.824004
M0360,Ecommerce,Jaipur,2026-08-26 10:22:57.824004
M0361,SaaS,Mumbai,2026-08-26 10:22:57.824004
M0362,Subscription,Ahmedabad,2026-08-26 10:22:57.824004
M0363,Travel,Lucknow,2026-08-26 10:22:57.824004
M0364,Travel,Bangalore,2026-08-26 10:22:57.824004
M0365,Healthcare,Hyderabad,2026-08-26 10:22:57.824004
M0366,Ecommerce,Chennai,2026-08-26 10:22:57.824004
M0367,Gaming,Lucknow,2026-08-26 10:22:57.824004
M0368,Healthcare,Chennai,2026-08-26 10:22:57.824004
M0369,Healthcare,Pune,2026-08-26 10:22:57.824004
M0370,Food,Bangalore,2026-08-26 10:22:57.824004
M0371,SaaS,Pune,2026-08-26 10:22:57.824004
M0372,Travel,Delhi,2026-08-26 10:22:57.824004
M0373,SaaS,Pune,2026-08-26 10:22:57.824004
M0374,FinTech,Delhi,2026-08-26 10:22:57.824004
M0375,Food,Delhi,2026-08-26 10:22:57.824004
M0376,Gaming,Lucknow,2026-08-26 10:22:57.824004
M0377,SaaS,Chennai,2026-08-26 10:22:57.824004
M0378,EdTech,Hyderabad,2026-08-26 10:22:57.824004
M0379,Subscription,Pune,2026-08-26 10:22:57.824004
M0380,FinTech,Bangalore,2026-08-26 10:22:57.824004
M0381,Ecommerce,Delhi,2026-08-26 10:22:57.824004
M0382,Gaming,Chennai,2026-08-26 10:22:57.824004
M0383,FinTech,Mumbai,2026-08-26 10:22:57.824004
M0384,Subscription,Ahmedabad,2026-08-26 10:22:57.824004
M0385,Food,Lucknow,2026-08-26 10:22:57.824004
M0386,Subscription,Hyderabad,2026-08-26 10:22:57.824004
M0387,Healthcare,Kolkata,2026-08-26 10:22:57.824004
M0388,Subscription,Lucknow,2026-08-26 10:22:57.824004
M0389,Healthcare,Mumbai,2026-08-26 10:22:57.824004
M0390,Food,Ahmedabad,2026-08-26 10:22:57.824004
M0391,Retail,Mumbai,2026-08-26 10:22:57.824004
M0392,Healthcare,Pune,2026-08-26 10:22:57.824004
M0393,Ecommerce,Delhi,2026-08-26 10:22:57.824004
M0394,Subscription,Hyderabad,2026-08-26 10:22:57.824004
M0395,Subscription,Jaipur,2026-08-26 10:22:57.824004
M0396,Ecommerce,Delhi,2026-08-26 10:22:57.824004
M0397,EdTech,Jaipur,2026-08-26 10:22:57.824004
M0398,Travel,Ahmedabad,2026-08-26 10:22:57.824004
M0399,Retail,Chennai,2026-08-26 10:22:57.824004
M0400,Gaming,Kolkata,2026-08-26 10:22:57.824004
M0401,Healthcare,Bangalore,2026-08-26 10:22:57.824004
M0402,Ecommerce,Delhi,2026-08-26 10:22:57.824004
M0403,Food,Hyderabad,2026-08-26 10:22:57.824004
M0404,Healthcare,Mumbai,2026-08-26 10:22:57.824004
M0405,Travel,Hyderabad,2026-08-26 10:22:57.824004
M0406,Food,Ahmedabad,2026-08-26 10:22:57.824004
M0407,FinTech,Jaipur,2026-08-26 10:22:57.824004
M0408,Subscription,Mumbai,2026-08-26 10:22:57.824004
M0409,FinTech,Bangalore,2026-08-26 10:22:57.824004
M0410,Healthcare,Bangalore,2026-08-26 10:22:57.824004
M0411,Travel,Delhi,2026-08-26 10:22:57.824004
M0412,Retail,Ahmedabad,2026-08-26 10:22:57.824004
M0413,Healthcare,Chennai,2026-08-26 10:22:57.824004
M0414,Ecommerce,Ahmedabad,2026-08-26 10:22:57.824004
M0415,SaaS,Jaipur,2026-08-26 10:22:57.824004
M0416,Healthcare,Hyderabad,2026-08-26 10:22:57.824004
M0417,Subscription,Bangalore,2026-08-26 10:22:57.824004
M0418,Subscription,Hyderabad,2026-08-26 10:22:57.824004
M0419,Healthcare,Hyderabad,2026-08-26 10:22:57.824004
M0420,Food,Hyderabad,2026-08-26 10:22:57.824004
M0421,SaaS,Bangalore,2026-08-26 10:22:57.824004
M0422,Ecommerce,Lucknow,2026-08-26 10:22:57.824004
M0423,Healthcare,Pune,2026-08-26 10:22:57.824004
M0424,Food,Jaipur,2026-08-26 10:22:57.824004
M0425,Subscription,Lucknow,2026-08-26 10:22:57.824004
M0426,Subscription,Jaipur,2026-08-26 10:22:57.824004
M0427,Travel,Mumbai,2026-08-26 10:22:57.824004
M0428,Healthcare,Ahmedabad,2026-08-26 10:22:57.824004
M0429,SaaS,Ahmedabad,2026-08-26 10:22:57.824004
M0430,EdTech,Kolkata,2026-08-26 10:22:57.824004
M0431,SaaS,Ahmedabad,2026-08-26 10:22:57.824004
M0432,Subscription,Bangalore,2026-08-26 10:22:57.824004
M0433,Subscription,Chennai,2026-08-26 10:22:57.824004
M0434,FinTech,Delhi,2026-08-26 10:22:57.824004
M0435,Subscription,Kolkata,2026-08-26 10:22:57.824004
M0436,Ecommerce,Delhi,2026-08-26 10:22:57.824004
M0437,Gaming,Jaipur,2026-08-26 10:22:57.824004
M0438,Healthcare,Delhi,2026-08-26 10:22:57.824004
M0439,SaaS,Delhi,2026-08-26 10:22:57.824004
M0440,Gaming,Kolkata,2026-08-26 10:22:57.824004
M0441,Food,Mumbai,2026-08-26 10:22:57.824004
M0442,EdTech,Hyderabad,2026-08-26 10:22:57.824004
M0443,Ecommerce,Ahmedabad,2026-08-26 10:22:57.824004
M0444,SaaS,Ahmedabad,2026-08-26 10:22:57.824004
M0445,Gaming,Bangalore,2026-08-26 10:22:57.824004
M0446,EdTech,Kolkata,2026-08-26 10:22:57.824004
M0447,FinTech,Bangalore,2026-08-26 10:22:57.824004
M0448,Ecommerce,Chennai,2026-08-26 10:22:57.824004
M0449,Ecommerce,Chennai,2026-08-26 10:22:57.824004
M0450,FinTech,Bangalore,2026-08-26 10:22:57.824004
M0451,Healthcare,Kolkata,2026-08-26 10:22:57.824004
M0452,FinTech,Bangalore,2026-08-26 10:22:57.824004
